路線名稱,百公尺樁號KM,WGS84_E,WGS84_N
國1,156.7,120.7238295,24.34371078
國1,156.8,120.7232847,24.34295853
國1,156.9,120.7227598,24.34219447
國1,157.0,120.7222564,24.34141837
國1,157.1,120.7217707,24.34063284
國1,157.2,120.7212991,24.33984005
國1,157.3,120.7208441,24.3390392
國1,157.4,120.7203915,24.33823714
國1,157.5,120.719939,24.33743507
國1,157.6,120.7194864,24.33663301
國1,157.7,120.7190326,24.33583158
國1,157.8,120.7185686,24.3350351
國1,157.9,120.7180945,24.33424376
國1,158.0,120.7176055,24.33346012
國1,158.1,120.7170965,24.33268734
國1,158.2,120.7165685,24.33192534
國1,158.3,120.7160174,24.33117721
國1,158.4,120.7154495,24.33043971
國1,158.5,120.7148627,24.32971465
國1,158.6,120.7142532,24.32900555
國1,158.7,120.7136301,24.32830634
國1,158.8,120.7129925,24.32761807
國1,158.9,120.7123481,24.32693519
國1,159.0,120.7116986,24.3262562
國1,159.1,120.7110492,24.32557721
國1,159.2,120.7103998,24.32489821
國1,159.3,120.7097529,24.32421713
國1,159.4,120.7091119,24.32353143
國1,159.5,120.7084801,24.32283856
國1,159.6,120.7078609,24.32213628
國1,159.7,120.7072573,24.32142264
國1,159.8,120.7066716,24.32069668
國1,159.9,120.7061062,24.31995725
國1,160.0,120.7055543,24.31920936
國1,160.1,120.7050225,24.31844928
國1,160.2,120.7045114,24.31767736
國1,160.3,120.7040206,24.3168946
國1,160.4,120.7035438,24.31610449
國1,160.5,120.7030851,24.3153055
國1,160.6,120.7026463,24.31449715
國1,160.7,120.7022247,24.31368119
國1,160.8,120.7018154,24.31286004
國1,160.9,120.7014145,24.31203542
國1,161.0,120.7010261,24.31120571
國1,161.1,120.7006495,24.3103714
國1,161.2,120.7002789,24.30953488
國1,161.3,120.6999246,24.30869239
國1,161.4,120.6995831,24.30784543
國1,161.5,120.6992514,24.30699526
國1,161.6,120.6989326,24.30614095
國1,161.7,120.6986255,24.30528306
國1,161.8,120.6983277,24.30442242
國1,161.9,120.6980421,24.30355832
國1,162.0,120.6977733,24.30268973
國1,162.1,120.6975114,24.30181935
國1,162.2,120.6972616,24.300946
國1,162.3,120.6970235,24.30006988
國1,162.4,120.6967979,24.29919096
國1,162.5,120.6965854,24.29830935
國1,162.6,120.6963848,24.29742539
國1,162.7,120.6961959,24.29653925
國1,162.8,120.696018,24.2956512
國1,162.9,120.6958547,24.29476084
國1,163.0,120.6957004,24.29386914
國1,163.1,120.6955607,24.29297541
國1,163.2,120.69543,24.29208054
國1,163.3,120.6953126,24.29118413
國1,163.4,120.6952055,24.29028657
國1,163.5,120.6950984,24.28938902
國1,163.6,120.6949913,24.28849146
國1,163.7,120.6948841,24.2875939
國1,163.8,120.694777,24.28669634
國1,163.9,120.6946699,24.28579878
國1,164.0,120.6945628,24.28490122
國1,164.1,120.6944557,24.28400366
國1,164.2,120.6943486,24.28310611
國1,164.3,120.6942415,24.28220855
國1,164.4,120.6941344,24.28131099
國1,164.5,120.6940272,24.28041343
國1,164.6,120.6939201,24.27951587
國1,164.7,120.693813,24.27861831
國1,164.8,120.6937059,24.27772075
國1,164.9,120.6935988,24.27682319
國1,165.0,120.6934917,24.27592562
國1,165.1,120.6933846,24.27502806
國1,165.2,120.6932775,24.2741305
國1,165.3,120.6931704,24.27323294
國1,165.4,120.6930633,24.27233538
國1,165.5,120.6929563,24.27143782
國1,165.6,120.6928492,24.27054026
國1,165.7,120.6927421,24.2696427
國1,165.8,120.692635,24.26874513
國1,165.9,120.6925279,24.26784757
國1,166.0,120.6924208,24.26695001
國1,166.1,120.6923137,24.26605245
國1,166.2,120.6922066,24.26515489
國1,166.3,120.6920996,24.26425732
國1,166.4,120.6919925,24.26335976
國1,166.5,120.6918854,24.2624622
國1,166.6,120.6917783,24.26156463
國1,166.7,120.6916713,24.26066707
國1,166.8,120.6915642,24.25976951
國1,166.9,120.6914571,24.25887194
國1,167.0,120.69135,24.25797438
國1,167.1,120.691243,24.25707681
國1,167.2,120.6911359,24.25617925
國1,167.3,120.6910288,24.25528169
國1,167.4,120.6909218,24.25438412
國1,167.5,120.6908147,24.25348656
國1,167.6,120.6907076,24.25258899
國1,167.7,120.6906024,24.25169125
國1,167.8,120.690498,24.25079342
國1,167.9,120.6903935,24.2498956
國1,168.0,120.6902817,24.24899858
國1,168.1,120.6901698,24.24810157
國1,168.2,120.6900579,24.24720455
國1,168.3,120.6899461,24.24630753
國1,168.4,120.689822,24.24541188
國1,168.5,120.6896966,24.24451638
國1,168.6,120.6895642,24.24362171
國1,168.7,120.6894254,24.24272781
國1,168.8,120.6892752,24.24183548
國1,168.9,120.6891212,24.24094368
國1,169.0,120.6889569,24.24005343
國1,169.1,120.6887819,24.2391649
國1,169.2,120.6885933,24.23827872
國1,169.3,120.6883909,24.23739514
國1,169.4,120.6881761,24.23651406
國1,169.5,120.6879496,24.23563544
國1,169.6,120.6877058,24.23476073
國1,169.7,120.6874463,24.23388982
國1,169.8,120.6871698,24.23302333
國1,169.9,120.686877,24.23216136
國1,170.0,120.6865626,24.23130579
國1,170.1,120.6862307,24.23045582
國1,170.2,120.6858797,24.22961233
國1,170.3,120.6855053,24.22877732
國1,170.4,120.6851125,24.22794944
國1,170.5,120.6846962,24.22713129
國1,170.6,120.6842593,24.2263222
國1,170.7,120.6837985,24.22552433
國1,170.8,120.6833167,24.22473701
國1,170.9,120.6828123,24.22396165
國1,171.0,120.6822896,24.22319661
國1,171.1,120.681744,24.22244511
國1,171.2,120.6811784,24.2217062
國1,171.3,120.6805951,24.22097891
國1,171.4,120.6799918,24.22026548
國1,171.5,120.6793674,24.21956748
國1,171.6,120.6787247,24.21888359
國1,171.7,120.6780631,24.21821507
國1,171.8,120.6773816,24.2175636
國1,171.9,120.6766849,24.21692586
國1,172.0,120.6759736,24.21630175
國1,172.1,120.675241,24.21569869
國1,172.2,120.6744959,24.21510884
國1,172.3,120.6737336,24.21453763
國1,172.4,120.6729564,24.21398356
國1,172.5,120.6721656,24.21344588
國1,172.6,120.6713575,24.21293042
國1,172.7,120.6705383,24.21242973
國1,172.8,120.6697061,24.21194749
國1,172.9,120.6688633,24.211481
國1,173.0,120.6680142,24.21102414
國1,173.1,120.6671553,24.21058296
國1,173.2,120.6662888,24.21015458
國1,173.3,120.6654196,24.20973072
國1,173.4,120.6645443,24.20931769
國1,173.5,120.6636663,24.20890948
國1,173.6,120.6627859,24.20850564
國1,173.7,120.6619028,24.20810662
國1,173.8,120.6610197,24.20770761
國1,173.9,120.6601368,24.20730831
國1,174.0,120.6592553,24.20690625
國1,174.1,120.6583739,24.20650418
國1,174.2,120.6574969,24.20609406
國1,174.3,120.6566215,24.20568097
國1,174.4,120.6557525,24.2052567
國1,174.5,120.6548889,24.20482347
國1,174.6,120.6540325,24.20437846
國1,174.7,120.6531831,24.20392236
國1,174.8,120.6523427,24.20345243
國1,174.9,120.6515109,24.20296982
國1,175.0,120.6506913,24.20246992
國1,175.1,120.6498822,24.20195581
國1,175.2,120.6490861,24.20142503
國1,175.3,120.6483,24.20088177
國1,175.4,120.6475278,24.200322
國1,175.5,120.646772,24.19974374
國1,175.6,120.6460349,24.19914551
國1,175.7,120.6453126,24.19853213
國1,175.8,120.6446094,24.19790046
國1,175.9,120.6439234,24.19725302
國1,176.0,120.6432581,24.19658763
國1,176.1,120.6426144,24.19590464
國1,176.2,120.6419854,24.19521022
國1,176.3,120.6413815,24.19449739
國1,176.4,120.6407956,24.19377205
國1,176.5,120.6402328,24.19303145
國1,176.6,120.6396922,24.19227708
國1,176.7,120.6391716,24.1915109
國1,176.8,120.6386777,24.19072993
國1,176.9,120.6382039,24.18993861
國1,177.0,120.6377549,24.18913531
國1,177.1,120.6373251,24.18832305
國1,177.2,120.6369204,24.18750005
國1,177.3,120.6365407,24.18666699
國1,177.4,120.6361817,24.18582632
國1,177.5,120.6358418,24.18497899
國1,177.6,120.6355082,24.18412955
國1,177.7,120.6351813,24.1832779
國1,177.8,120.6348544,24.18242625
國1,177.9,120.6345225,24.18157629
國1,178.0,120.6341737,24.18073201
國1,178.1,120.6338065,24.17989437
國1,178.2,120.6334147,24.17906617
國1,178.3,120.6329958,24.1782493
國1,178.4,120.6325415,24.17744848
國1,178.5,120.6320523,24.17666519
國1,178.6,120.6315306,24.17589967
國1,178.7,120.6309768,24.17515342
國1,178.8,120.6303897,24.17442891
國1,178.9,120.6297705,24.17372715
國1,179.0,120.629133,24.17303942
國1,179.1,120.628479,24.17236483
國1,179.2,120.6278214,24.17169306
國1,179.3,120.6271639,24.17102129
國1,179.4,120.6265148,24.1703427
國1,179.5,120.6258757,24.16965619
國1,179.6,120.6252643,24.16894872
國1,179.7,120.6246784,24.16822341
國1,179.8,120.6241317,24.1674728
國1,179.9,120.6236156,24.16670431
國1,180.0,120.6231309,24.1659188
國1,180.1,120.6226818,24.16511561
國1,180.2,120.6222692,24.16429609
國1,180.3,120.6218932,24.16346188
國1,180.4,120.6215528,24.16261484
國1,180.5,120.6212464,24.1617569
國1,180.6,120.6209827,24.16088707
國1,180.7,120.6207559,24.16000855
國1,180.8,120.6205668,24.15912255
國1,180.9,120.6204167,24.15823027
國1,181.0,120.6203043,24.15733334
國1,181.1,120.6202123,24.1564344
國1,181.2,120.6201386,24.15553405
國1,181.3,120.6200753,24.15463303
國1,181.4,120.6200104,24.15373212
國1,181.5,120.6199397,24.15283161
國1,181.6,120.6198583,24.1519319
國1,181.7,120.6197697,24.15103274
國1,181.8,120.6196645,24.15013508
國1,181.9,120.6195446,24.14923898
國1,182.0,120.619416,24.14834388
國1,182.1,120.6192761,24.14745019
國1,182.2,120.6191302,24.14655729
國1,182.3,120.6189793,24.14566506
國1,182.4,120.6188283,24.14477283
國1,182.5,120.6186774,24.1438806
國1,182.6,120.6185309,24.14298775
國1,182.7,120.618392,24.14209388
國1,182.8,120.6182577,24.1411994
國1,182.9,120.6181311,24.14030401
國1,183.0,120.6180113,24.13940781
國1,183.1,120.6179058,24.13851011
國1,183.2,120.6178096,24.13761155
國1,183.3,120.6177206,24.1367124
國1,183.4,120.6176416,24.13581248
國1,183.5,120.6175749,24.1349117
國1,183.6,120.6175112,24.13401073
國1,183.7,120.6174578,24.13310918
國1,183.8,120.6174064,24.13220751
國1,183.9,120.617355,24.13130584
國1,184.0,120.6173036,24.13040417
國1,184.1,120.6172515,24.12950254
國1,184.2,120.6171904,24.12860138
國1,184.3,120.6171181,24.12770093
國1,184.4,120.6170301,24.12680165
國1,184.5,120.6169225,24.12590422
國1,184.6,120.6167913,24.12500947
國1,184.7,120.6166319,24.12411855
國1,184.8,120.6164396,24.12323314
國1,184.9,120.6162086,24.12235556
國1,185.0,120.6159392,24.12148731
國1,185.1,120.6156269,24.12063128
國1,185.2,120.6152634,24.1197924
國1,185.3,120.6148529,24.11897207
國1,185.4,120.6143844,24.11817834
國1,185.5,120.6138655,24.11741163
國1,185.6,120.6132904,24.11667926
國1,185.7,120.6126623,24.11598479
國1,185.8,120.6119887,24.11532698
國1,185.9,120.6112652,24.1147157
國1,186.0,120.6105004,24.11414814
國1,186.1,120.6096988,24.11362519
國1,186.2,120.6088564,24.11315937
國1,186.3,120.6079848,24.11274129
國1,186.4,120.6070833,24.11238063
國1,186.5,120.6061584,24.11207385
國1,186.6,120.6052128,24.11182642
國1,186.7,120.6042451,24.11166698
國1,186.8,120.6032651,24.11159665
國1,186.9,120.6022819,24.11161377
國1,187.0,120.6013056,24.11171977
國1,187.1,120.6003457,24.11191547
國1,187.2,120.5994133,24.1122018
國1,187.3,120.5985108,24.11256003
國1,187.4,120.5976397,24.11297913
國1,187.5,120.596794,24.11343992
國1,187.6,120.5959659,24.11392714
國1,187.7,120.5951491,24.11443033
國1,187.8,120.5943323,24.1149335
國1,187.9,120.5935116,24.11543116
國1,188.0,120.5926804,24.1159141
國1,188.1,120.5918279,24.11636455
國1,188.2,120.5909559,24.11678218
國1,188.3,120.5900663,24.11716749
國1,188.4,120.589157,24.11751183
國1,188.5,120.5882349,24.11782606
國1,188.6,120.5872974,24.1180993
國1,188.7,120.5863484,24.11833649
國1,188.8,120.5853886,24.11853445
國1,188.9,120.5844196,24.11868922
國1,189.0,120.5834448,24.11881014
國1,189.1,120.5824655,24.11889444
國1,189.2,120.5814834,24.11894586
國1,189.3,120.5805001,24.11896331
國1,189.4,120.5795172,24.11893144
國1,189.5,120.5785376,24.11885101
國1,189.6,120.5775639,24.11872308
國1,189.7,120.5766015,24.11853723
國1,189.8,120.5756535,24.11829714
國1,189.9,120.5747262,24.11799667
國1,190.0,120.5738206,24.11764504
國1,190.1,120.5729421,24.11723953
國1,190.2,120.5721009,24.11677205
國1,190.3,120.571299,24.11624978
國1,190.4,120.5705369,24.11567903
國1,190.5,120.5698092,24.1150716
國1,190.6,120.5691243,24.11442379
國1,190.7,120.5684767,24.11374415
國1,190.8,120.5678527,24.11304627
國1,190.9,120.5672395,24.11234017
國1,191.0,120.5666276,24.11163324
國1,191.1,120.5660171,24.11092525
國1,191.2,120.5654066,24.11021726
國1,191.3,120.5647961,24.10950926
國1,191.4,120.5641856,24.10880126
國1,191.5,120.5635751,24.10809326
國1,191.6,120.5629646,24.10738526
國1,191.7,120.5623541,24.10667726
國1,191.8,120.5617437,24.10596925
國1,191.9,120.5611332,24.10526124
國1,192.0,120.5605228,24.10455323
國1,192.1,120.559909,24.10384771
國1,192.2,120.5592822,24.10315188
國1,192.3,120.5586331,24.10247352
國1,192.4,120.5579469,24.10182688
國1,192.5,120.5572151,24.10122394
國1,192.6,120.5564417,24.1006663
國1,192.7,120.5556304,24.10015622
國1,192.8,120.5547844,24.099696
國1,192.9,120.5539066,24.09928932
國1,193.0,120.5530009,24.09893778
國1,193.1,120.5520717,24.09864262
國1,193.2,120.5511239,24.09840196
國1,193.3,120.5501598,24.09822396
國1,193.4,120.5491867,24.09809319
國1,193.5,120.548209,24.09799537
國1,193.6,120.5472295,24.09791283
國1,193.7,120.5462498,24.09783356
國1,193.8,120.5452713,24.09774172
國1,193.9,120.5442966,24.0976219
國1,194.0,120.5433327,24.09744349
國1,194.1,120.5423848,24.09720324
國1,194.2,120.5414565,24.09690542
國1,194.3,120.5405445,24.0965676
國1,194.4,120.5396527,24.09618711
國1,194.5,120.5387889,24.09575562
國1,194.6,120.5379482,24.09528726
國1,194.7,120.5371305,24.0947856
國1,194.8,120.5363371,24.09425205
國1,194.9,120.5355615,24.09369681
國1,195.0,120.5348085,24.09311601
國1,195.1,120.5340741,24.09251556
國1,195.2,120.5333655,24.09188942
國1,195.3,120.5326779,24.09124396
國1,195.4,120.5320075,24.0905834
國1,195.5,120.5313617,24.0899025
國1,195.6,120.5307289,24.08921138
國1,195.7,120.5301175,24.08850422
國1,195.8,120.5295276,24.0877818
國1,195.9,120.5289557,24.08704734
國1,196.0,120.5284011,24.08630178
國1,196.1,120.5278713,24.08554114
國1,196.2,120.5273592,24.08477032
國1,196.3,120.5268703,24.08398687
國1,196.4,120.5264079,24.08318995
國1,196.5,120.5259697,24.08238172
國1,196.6,120.5255584,24.08156162
國1,196.7,120.5251707,24.08073195
國1,196.8,120.5248115,24.07989152
國1,196.9,120.5244748,24.07904326
國1,197.0,120.5241654,24.07818625
國1,197.1,120.5238834,24.0773213
國1,197.2,120.5236299,24.0764489
國1,197.3,120.5234048,24.07557003
國1,197.4,120.5232056,24.07468587
國1,197.5,120.5230332,24.073797
國1,197.6,120.5228882,24.07290402
國1,197.7,120.5227712,24.07200757
國1,197.8,120.5226832,24.07110829
國1,197.9,120.5226242,24.07020709
國1,198.0,120.5225955,24.06930461
國1,198.1,120.5225838,24.0684018
國1,198.2,120.5226009,24.06749905
國1,198.3,120.5226386,24.06659681
國1,198.4,120.522694,24.06569535
國1,198.5,120.5227629,24.06479465
國1,198.6,120.5228473,24.06389506
國1,198.7,120.5229409,24.06299625
國1,198.8,120.5230378,24.06209773
國1,198.9,120.5231393,24.06119965
國1,199.0,120.5232409,24.06030157
國1,199.1,120.5233424,24.0594035
國1,199.2,120.5234428,24.05850531
國1,199.3,120.5235341,24.0576063
國1,199.4,120.5236202,24.05670685
國1,199.5,120.5237,24.05580691
國1,199.6,120.5237657,24.05490604
國1,199.7,120.5238181,24.05400442
國1,199.8,120.5238558,24.05310216
國1,199.9,120.523881,24.05219956
國1,200.0,120.5238887,24.05129668
國1,200.1,120.5238818,24.05039385
國1,200.2,120.5238621,24.0494911
國1,200.3,120.523823,24.04858889
國1,200.4,120.5237683,24.0476874
國1,200.5,120.5237052,24.04678637
國1,200.6,120.5236232,24.04588659
國1,200.7,120.5235232,24.04498835
國1,200.8,120.5234113,24.04409135
國1,200.9,120.5232872,24.04319566
國1,201.0,120.5231464,24.04230207
國1,201.1,120.5229869,24.04141113
國1,201.2,120.5228145,24.04052224
國1,201.3,120.5226283,24.03963567
國1,201.4,120.5224263,24.03875203
國1,201.5,120.5222095,24.03787137
國1,201.6,120.5219792,24.03699359
國1,201.7,120.5217335,24.03611933
國1,201.8,120.5214755,24.03524809
國1,201.9,120.5212009,24.03438116
國1,202.0,120.5209145,24.0335174
國1,202.1,120.5206201,24.03265595
國1,202.2,120.5203185,24.0317966
國1,202.3,120.520007,24.03094023
國1,202.4,120.5196902,24.03008547
國1,202.5,120.5193712,24.0292314
國1,202.6,120.5190459,24.02837936
國1,202.7,120.5187206,24.02752731
國1,202.8,120.5183952,24.02667526
國1,202.9,120.5180737,24.02582199
國1,203.0,120.5177532,24.0249684
國1,203.1,120.5174393,24.02411277
國1,203.2,120.5171303,24.0232556
國1,203.3,120.5168275,24.02239659
國1,203.4,120.5165427,24.02153239
國1,203.5,120.5162618,24.02066712
國1,203.6,120.5159952,24.01979807
國1,203.7,120.5157376,24.01892672
國1,203.8,120.5154928,24.01805224
國1,203.9,120.5152592,24.01717524
國1,204.0,120.5150375,24.01629564
國1,204.1,120.5148259,24.01541392
國1,204.2,120.5146198,24.01453107
國1,204.3,120.5144141,24.01364814
國1,204.4,120.5142084,24.0127652
國1,204.5,120.5140027,24.01188227
國1,204.6,120.513797,24.01099933
國1,204.7,120.5135913,24.0101164
國1,204.8,120.5133856,24.00923346
國1,204.9,120.5131799,24.00835052
國1,205.0,120.5129742,24.00746759
國1,205.1,120.5127685,24.00658465
國1,205.2,120.5125628,24.00570171
國1,205.3,120.5123571,24.00481877
國1,205.4,120.5121514,24.00393584
國1,205.5,120.5119457,24.0030529
國1,205.6,120.5117401,24.00216996
國1,205.7,120.5115344,24.00128702
國1,205.8,120.5113287,24.00040408
國1,205.9,120.5111231,23.99952114
國1,206.0,120.5109174,23.9986382
國1,206.1,120.5107117,23.99775526
國1,206.2,120.5105061,23.99687232
國1,206.3,120.5103004,23.99598938
國1,206.4,120.5100948,23.99510643
國1,206.5,120.5098891,23.99422349
國1,206.6,120.5096835,23.99334055
國1,206.7,120.5094778,23.99245761
國1,206.8,120.5092722,23.99157466
國1,206.9,120.5090665,23.99069172
國1,207.0,120.5088609,23.98980878
國1,207.1,120.5086552,23.98892583
國1,207.2,120.5084496,23.98804289
國1,207.3,120.508244,23.98715994
國1,207.4,120.5080384,23.986277
國1,207.5,120.5078327,23.98539405
國1,207.6,120.5076286,23.98451082
國1,207.7,120.5074294,23.98362666
國1,207.8,120.5072457,23.98273966
國1,207.9,120.5070754,23.98185039
國1,208.0,120.5069188,23.98095903
國1,208.1,120.5067806,23.9800651
國1,208.2,120.5066522,23.97916996
國1,208.3,120.5065364,23.97827332
國1,208.4,120.506437,23.97737504
國1,208.5,120.5063519,23.97647554
國1,208.6,120.5062781,23.97557519
國1,208.7,120.5062188,23.97467393
國1,208.8,120.5061772,23.97377183
國1,208.9,120.5061468,23.97286935
國1,209.0,120.5061326,23.97196656
國1,209.1,120.5061286,23.97106369
國1,209.2,120.5061366,23.97016083
國1,209.3,120.5061551,23.96925809
國1,209.4,120.5061809,23.96835547
國1,209.5,120.5062138,23.96745304
國1,209.6,120.5062519,23.96655081
國1,209.7,120.5062938,23.96564872
國1,209.8,120.5063356,23.96474662
國1,209.9,120.5063774,23.96384453
國1,210.0,120.5064192,23.96294243
國1,210.1,120.5064566,23.96204017
國1,210.2,120.5064906,23.96113779
國1,210.3,120.506519,23.96023526
國1,210.4,120.5065401,23.95933255
國1,210.5,120.5065523,23.95842971
國1,210.6,120.5065525,23.9575268
國1,210.7,120.5065425,23.95662394
國1,210.8,120.5065177,23.9557213
國1,210.9,120.5064762,23.95481921
國1,211.0,120.5064249,23.95391754
國1,211.1,120.5063583,23.95301671
國1,211.2,120.5062776,23.95211684
國1,211.3,120.5061852,23.95121792
國1,211.4,120.5060706,23.95032116
國1,211.5,120.505948,23.94942532
國1,211.6,120.505811,23.94853126
國1,211.7,120.5056626,23.94763873
國1,211.8,120.5054967,23.94674878
國1,211.9,120.5053206,23.94586049
國1,212.0,120.505128,23.94497511
國1,212.1,120.5049216,23.94409235
國1,212.2,120.5047011,23.94321248
國1,212.3,120.5044677,23.94233544
國1,212.4,120.5042216,23.9414613
國1,212.5,120.5039612,23.9405907
國1,212.6,120.5036889,23.93972315
國1,212.7,120.5034014,23.93885975
國1,212.8,120.5031017,23.93799988
國1,212.9,120.5027863,23.93714479
國1,213.0,120.5024669,23.93629093
國1,213.1,120.5021385,23.93543997
國1,213.2,120.5018025,23.93459151
國1,213.3,120.5014665,23.93374305
國1,213.4,120.5011245,23.93289661
國1,213.5,120.5007815,23.93205051
國1,213.6,120.5004385,23.9312044
國1,213.7,120.5000955,23.93035829
國1,213.8,120.4997593,23.9295099
國1,213.9,120.4994379,23.92865672
國1,214.0,120.4991325,23.92779858
國1,214.1,120.4988413,23.92693627
國1,214.2,120.498577,23.92606664
國1,214.3,120.4983398,23.92519046
國1,214.4,120.4981282,23.92430879
國1,214.5,120.4979452,23.92342169
國1,214.6,120.4977908,23.92253005
國1,214.7,120.4976615,23.92163502
國1,214.8,120.4975605,23.92073693
國1,214.9,120.4974914,23.91983629
國1,215.0,120.497447,23.91893433
國1,215.1,120.4974354,23.91803155
國1,215.2,120.4974423,23.9171287
國1,215.3,120.497471,23.91622617
國1,215.4,120.4975206,23.91532442
國1,215.5,120.4975762,23.91442296
國1,215.6,120.4976469,23.91352237
國1,215.7,120.4977176,23.91262177
國1,215.8,120.4977854,23.911721
國1,215.9,120.4978497,23.91082
國1,216.0,120.4979062,23.90991861
國1,216.1,120.4979499,23.90901658
國1,216.2,120.4979738,23.90811395
國1,216.3,120.4979722,23.90721107
國1,216.4,120.4979495,23.90630843
國1,216.5,120.4978911,23.90540712
國1,216.6,120.4978126,23.9045071
國1,216.7,120.4977034,23.90360984
國1,216.8,120.497566,23.90271583
國1,216.9,120.4973993,23.90182608
國1,217.0,120.4972095,23.90094021
國1,217.1,120.4969894,23.90006032
國1,217.2,120.4967473,23.8991853
國1,217.3,120.4964844,23.89831531
國1,217.4,120.4962002,23.89745101
國1,217.5,120.4959064,23.89658946
國1,217.6,120.4956013,23.89573122
國1,217.7,120.4952884,23.89487536
國1,217.8,120.4949691,23.89402148
國1,217.9,120.4946488,23.89316793
國1,218.0,120.4943284,23.89231437
國1,218.1,120.4940081,23.89146081
國1,218.2,120.4937003,23.89060337
國1,218.3,120.4933959,23.88974493
國1,218.4,120.4931038,23.88888287
國1,218.5,120.4928219,23.88801799
國1,218.6,120.4925554,23.88714893
國1,218.7,120.4923059,23.88627566
國1,218.8,120.4920715,23.8853989
國1,218.9,120.4918531,23.8845186
國1,219.0,120.4916511,23.88363499
國1,219.1,120.491466,23.88274827
國1,219.2,120.491295,23.88185919
國1,219.3,120.4911379,23.88096792
國1,219.4,120.4909981,23.88007418
國1,219.5,120.490872,23.87917874
國1,219.6,120.4907587,23.87828185
國1,219.7,120.4906588,23.87738362
國1,219.8,120.4905639,23.87648491
國1,219.9,120.490469,23.8755862
國1,220.0,120.4903741,23.8746875
國1,220.1,120.4902776,23.87378893
國1,220.2,120.4901754,23.87289091
國1,220.3,120.4900732,23.87199288
國1,220.4,120.4899529,23.87109675
國1,220.5,120.4898254,23.87020147
國1,220.6,120.4896889,23.86930732
國1,220.7,120.4895381,23.86841509
國1,220.8,120.4893675,23.86752588
國1,220.9,120.4891827,23.86663911
國1,221.0,120.4889833,23.865755
國1,221.1,120.4887675,23.86487415
國1,221.2,120.4885364,23.8639966
國1,221.3,120.4882944,23.86312156
國1,221.4,120.4880418,23.86224902
國1,221.5,120.4877856,23.86137737
國1,221.6,120.4875215,23.86050773
國1,221.7,120.4872573,23.85963809
國1,221.8,120.4869931,23.85876845
國1,221.9,120.4867321,23.85789802
國1,222.0,120.4864745,23.85702672
國1,222.1,120.4862263,23.85615311
國1,222.2,120.4859842,23.85527808
國1,222.3,120.4857578,23.85439954
國1,222.4,120.4855444,23.8535182
國1,222.5,120.4853504,23.85263306
國1,222.6,120.4851706,23.85174546
國1,222.7,120.4850022,23.85085591
國1,222.8,120.4848543,23.84996327
國1,222.9,120.4847212,23.84906875
國1,223.0,120.4846061,23.84817211
國1,223.1,120.484503,23.84727422
國1,223.2,120.4844169,23.84637478
國1,223.3,120.4843514,23.84547386
國1,223.4,120.4842985,23.84457226
國1,223.5,120.4842675,23.84366978
國1,223.6,120.4842463,23.84276709
國1,223.7,120.4842417,23.84186418
國1,223.8,120.4842508,23.84096129
國1,223.9,120.4842744,23.84005861
國1,224.0,120.4843093,23.83915623
國1,224.1,120.4843596,23.83825447
國1,224.2,120.4844098,23.83735271
國1,224.3,120.4844691,23.83645142
國1,224.4,120.4845321,23.83555034
國1,224.5,120.4846006,23.8346496
國1,224.6,120.4846691,23.83374885
國1,224.7,120.4847375,23.8328481
國1,224.8,120.484806,23.83194736
國1,224.9,120.4848718,23.83104645
國1,225.0,120.4849367,23.83014549
國1,225.1,120.484998,23.82924432
國1,225.2,120.4850547,23.82834289
國1,225.3,120.4851103,23.82744141
國1,225.4,120.4851571,23.82653949
國1,225.5,120.4851968,23.8256373
國1,225.6,120.4852336,23.824735
國1,225.7,120.4852589,23.82383236
國1,225.8,120.4852746,23.82292955
國1,225.9,120.4852834,23.82202668
國1,226.0,120.4852789,23.82112375
國1,226.1,120.4852677,23.8202209
國1,226.2,120.485245,23.81931819
國1,226.3,120.4852131,23.81841577
國1,226.4,120.485171,23.81751365
國1,226.5,120.4851207,23.81661191
國1,226.6,120.4850645,23.81571045
國1,226.7,120.4849891,23.81481017
國1,226.8,120.4849113,23.81391008
國1,226.9,120.484817,23.81301131
國1,227.0,120.4847185,23.81211294
國1,227.1,120.4846062,23.81121593
國1,227.2,120.4844897,23.81031939
國1,227.3,120.4843588,23.80942452
國1,227.4,120.4842212,23.80853052
國1,227.5,120.4840719,23.80763808
國1,227.6,120.4839128,23.80674711
國1,227.7,120.4837459,23.80585731
國1,227.8,120.4835658,23.80496973
國1,227.9,120.4833808,23.80408297
國1,228.0,120.4831826,23.80319863
國1,228.1,120.4829764,23.80231589
國1,228.2,120.4827594,23.80143527
國1,228.3,120.4825319,23.80055697
國1,228.4,120.4822976,23.79968013
國1,228.5,120.4820525,23.79880582
國1,228.6,120.4818017,23.79793287
國1,228.7,120.4815356,23.79706376
國1,228.8,120.4812622,23.79619659
國1,228.9,120.4809811,23.79533147
國1,229.0,120.4806871,23.79447003
國1,229.1,120.4803885,23.79360991
國1,229.2,120.4800765,23.79275385
國1,229.3,120.4797572,23.79190012
國1,229.4,120.4794295,23.79104903
國1,229.5,120.4790909,23.79020158
國1,229.6,120.4787486,23.78935533
國1,229.7,120.4783973,23.78851225
國1,229.8,120.4780426,23.78767036
國1,229.9,120.477678,23.78683207
國1,230.0,120.4773134,23.78599378
國1,230.1,120.4769427,23.78515775
國1,230.2,120.4765699,23.78432253
國1,230.3,120.4761971,23.78348731
國1,230.4,120.4758221,23.78265291
